,user_names,text
420,UTruthcast,"I've never watched Trump speak once and thought, Hitler, but last night I watched Biden's speech and thought Hitler! WE HAVE A PROBLEM!"
421,UTruthcast,RT @OccultRejects: https://t.co/IXwf2HsrJ3
422,UTruthcast,@thehill @GOPLeader https://t.co/s85ZqHzYeU
423,UTruthcast,"@deb200200 @thehill @GOPLeader Democrats just print more money which only puts a bandaid on the problem temporarily, but it will come back. Trump spent more than Dems as President. All coming back to haunt us. It's all about thinking they have an endless supply of money when they don't. It's literally#s on pc"
424,UTruthcast,@deb200200 @thehill @GOPLeader When the economy crashed was because of policies Clinton made.
425,UTruthcast,"@deb200200 @thehill @GOPLeader They're the same, there's no difference, a Rhino is Democrats who pretends to be against abortion and for gun rights. Also, usually a bad economy comes in the second term of the pres that took office after. Meaning the problems we have now, stem from Obama's policies, same in 08."
426,UTruthcast,@thehill @GOPLeader https://t.co/s85ZqHzYeU https://t.co/7lvJLCK0e3
427,UTruthcast,"@Emily24805090 Actually to play feels advocate, it's really fascism because the Govt have money to vaccine manufacturers, then bought hundreds of millions of dollars and have them to any American they could convince or force to take it for free, but it was paid for by tax payer$that's FascoComi"
428,UTruthcast,"RT @msemaven: @CNN Did we watch the same thing? Yeah, thought so🙄 https://t.co/h1NuyvztdC"
429,UTruthcast,@CNN Listen https://t.co/4j0lbYjcf8
430,UTruthcast,"RT @ConspiracyPlayr: Of Mice Not Men | The Booster Part III!
Ready for that bonus jabb? National Propaganda Radio and your friendly neighbo…"
431,UTruthcast,"@realKingpilled Why do people need religion to direct them how to live? Imo, Religion doesn't mean that a person is good because they've found some doctrine written and interpreted by man to give them guidance to this magical place after death. And all they have to do is ask for forgiveness. 
."
432,UTruthcast,I'm dead! Fucking internet wins again! 😂😂😂😂⚰️⚰️💀 https://t.co/69bqOOzk2g
433,UTruthcast,@BetoORourke You don't have to be 21 to go to war.
434,UTruthcast,"@GIRLONFIRENV Round them up! All joking aside, these motherfuckers are planning something and it terrifies the fuck out of me."
435,UTruthcast,@disclosetv 74 million people is a lot of extremists!
436,UTruthcast,Actual Quote from article. I don't think the other oath keepers thought to bring their gear like these guys. I wonder where they got their equipment and where are these weapons and guns they planned to use. Something tells me that guys weren't exactly 0ath Keeper$. #UNSPEAKABLE
437,UTruthcast,"Cooperating Oath Keepers defendants have admitted to participating in a group that forced entry through the East Capitol Rotunda doors after marching single file in a stack up the steps wearing camouflage vests, helmets, goggles and Oath Keepers insignia.
https://t.co/EwcKhtsTVR"
438,UTruthcast,RT @UTruthcast: A Most Racist Mountain | 8/30/2022 https://t.co/GXmPCh0Hee
439,UTruthcast,"Sounds like the beginning of step mom porn! @ConspiracyPlayr

https://t.co/utR9uAcTHs"
440,UTruthcast,RT @UTruthcast: Find us on RUMBLE and all your podcast platforms. @UTruthcast @ConspiracyPlayr @disinfobation https://t.co/vfqixluCwQ
441,UTruthcast,"RT @UTruthcast: WATCH ON RUMBLE, LISTEN ON ALL MAJOR PLATFORMS INCLUDING #FUCKSPOTIFY @ConspiracyPlayr @UTruthcast @disinfobation 
https://…"
442,UTruthcast,"WATCH ON RUMBLE, LISTEN ON ALL MAJOR PLATFORMS INCLUDING #FUCKSPOTIFY @ConspiracyPlayr @UTruthcast @disinfobation 
https://t.co/BlJVt5uT0e"
443,UTruthcast,DISINFOBATION LOCATION https://t.co/BlJVt5uT0e
444,UTruthcast,Find us on RUMBLE and all your podcast platforms. @UTruthcast @ConspiracyPlayr @disinfobation https://t.co/vfqixluCwQ
445,UTruthcast,"Dear Lord FDA thank you for your approval of another useless vaccine that will more than likely make people sicker! AMEN!

https://t.co/lhumNnHayG"
446,UTruthcast,"Clinton's a tool and all, but it's really strange to listen to a president that was coherent and intelligent. I bet every American immediately forgave him. https://t.co/IqTVuwHWzf"
447,UTruthcast,It's 12 minutes of Racist mountain goodness! Who didn't have 12 minutes! Watch 🇺🇲DISINF👁️BATION🇺🇲 https://t.co/GXmPCh1f3M
448,UTruthcast,A Most Racist Mountain | 8/30/2022 https://t.co/GXmPCh0Hee
449,UTruthcast,"RT @ConspiracyPlayr: Trigger warning for some super sensitive content, as your friendly neighborhood Disinfobators bring you the story of..…"
450,UTruthcast,RT @OccultRejects: Just recorded Ep-2 for Kabbalah series. This is one of the best Ep’s we’ve ever recorded. We aren’t saying that for view…
451,UTruthcast,@DashDobrofsky https://t.co/qd4EEgPdQr
452,UTruthcast,@LXXX1X Here they would've videoed it and laughed.
453,UTruthcast,@POTUS https://t.co/kFWPqkTJDV
454,UTruthcast,@RainedOutRant They've literally made up the police dying on 1/6 narrative and they push it with all their might. https://t.co/7BySTxkaJG
455,UTruthcast,@RainedOutRant https://t.co/NodpdV4COe
456,UTruthcast,"RT @UTruthcast: Not going to lie, judging by the way people were upset at the 3 min footage that has two lesbians kiss not scissoring, just…"
457,UTruthcast,"RT @UTruthcast: Check out World Wah Faux, A Cheney for the People, and Sam’s Booker Thinks We’re Crazy | 8/22/22 from !DisinfobatioN! on Am…"
458,UTruthcast,"The things he says literally blows my mind. He's in rare form as of late, chip in his head may not be working correctly and the AI is trying to start CW2! #BidenDeliversAGAIN 😂😂 https://t.co/1QCw2xyshX"
459,UTruthcast,https://t.co/8omC79CdtB
460,UTruthcast,https://t.co/GrTZDHFYQc
461,UTruthcast,My closed caption read it as Maggot Republicans 😂😂😂 https://t.co/frI5TT6fLs
462,UTruthcast,@chesapeakedawn Right
463,UTruthcast,https://t.co/hZgrWF4SLL
464,UTruthcast,"Zero police officers were killed on 1/6, why can't they admit that? Fuck this lying ass dude! #UNSPEAKABLE #truth #BidenDestroysAmerica #AshliBabbitt is the only person to have died that day! https://t.co/9VKFUiX4PM"
465,UTruthcast,"@MarinaBambaloo @dadmodsdnd Exactly what anyone who supports the Establishment would say. It's cool, I get the same reaction from Trump's base, but they lack the quitter mentality. It feels like both sides are exhibiting cult-like behavior, it's embarrassing, but very entertaining. Keep it up!"
466,UTruthcast,"@MarinaBambaloo @dadmodsdnd You're mistaking my argument that 1/6 is a over exaggerated lie that was a block op mission to try to get the millions of people there that day to rise up, but failed because only 400-800 we're stupid enough to take the bait."
467,UTruthcast,"@MarinaBambaloo @dadmodsdnd The sooner you realize Obama Biden Clinton Trump and the rest of the Elitist governing body don't care about you or anything else, the better off you'll be. I have news for you, there isn't a rich politician or some billionaire going to come save us all."
468,UTruthcast,"@MarinaBambaloo @dadmodsdnd because numerous federal buildings were damaged and even police stations burnt to the ground, and they were encouraged by Democrats who donated funds to bail them out of jail. Declaring Defund The Police, and swearing it was mostly peaceful protests as cities burned behind them."
469,UTruthcast,"@MarinaBambaloo @dadmodsdnd Nope, just some emotional naive people who got pulled into something that became bigger than it should have become. Nothing and I mean absolutely nothing they could've done that day would've prevented Biden being certified as president.  And don't give her the Federal building bs"
470,UTruthcast,"Hey look they're bringing Adrenochrome to market! #UNSPEAKABLE

https://t.co/lo7HfAaYEE"
471,UTruthcast,"@MarinaBambaloo @dadmodsdnd If don't give a crap about Trump, I'm more concerned with the innocent people being treated like terrorist over entering the Capitol to take selfies. I'm more concerned about the FB👁️ and federal govt going after political opponents who they see as a threat to their power."
472,UTruthcast,How it's going #BidenCrimeFamilly #Biden https://t.co/B73tXttpoz
473,UTruthcast,"As part of the “war on drugs” — a consequential, anti-crime legislative agenda that BIDEN CHAMPIONED AS US SENATOR many black people were denied Pell Grants due to minor drug offense. The crazy thing is, the real racist is president. Talk about irony. 

https://t.co/9E6WJ4yF9y"
474,UTruthcast,"One person died on January 6 and she was shot by them.
Ornato was thrust into the center of the January 6 furor as an eyewitness to some of the most critical incidents involving Donald Trump in the hours leading up to the deadly assault on the US Capitol.
https://t.co/KnbYj2GMAU"
475,UTruthcast,"@realMEasterwood Dude every time I see this stuff I want to puke. So many lives ruined, so many dead, and for what, nothing because it's worse than when we invaded. I lost more friends and fellow service members than I can count. All for nothing! Bush/Cheney Obama/Biden, Trump, all war criminals"
476,UTruthcast,"@MKGRN14 The new Fitbit that tells you if you are gay, grand or straight is coming to an Amazon recommendation list bet soon. 😂😂"
477,UTruthcast,@Storm4Congress How did you find this out and what is an air tag?
478,UTruthcast,"@MarinaBambaloo @dadmodsdnd Proof!? There's tons of videos of the guy standing with the exact crowd that entered the Capitol, telling them it revolution time! Yet he remains free without any consequences. It's obvious that special agents and informants were instigators of what happened on January 6th."
479,UTruthcast,"About to start having some fun with videos, I've finally got a video editor Filmora that's pottery easy to use. Even came with a short tutorial. The future's looking bright!"
480,UTruthcast,"@MarinaBambaloo @dadmodsdnd Tell me you would be upset if say, there was a peaceful protest for BLM or abortion rights. Then it turned violent due to someone encouraging violence and for them to storm a federal building. Then everyone was arrested except a few individuals. You wouldn't find that suspect?"
481,UTruthcast,@ChuckCallesto Probably being led to his new position at the White House. I heard that Biden needed a new body guard/nurse.
482,UTruthcast,"@dadmodsdnd Indeed, but still something isn't right because many people have been sentenced to 4-7 yrs in prison for doing exactly what Ray Epps did."
483,UTruthcast,@AJAbbott1212 @HallieBiden Whoever it is has amassed over 8k followers in a day. The account was opened about 20hrs ago..
484,UTruthcast,She literally just opened the account and is blocking 8k followers. Like 20hrs ago. 😂😂😂 https://t.co/KXvwNCVfvA
485,UTruthcast,@HallieBiden I wouldn't be surprised. She's seen the enter workings of the Biden family and had to know how evil they are.
486,UTruthcast,"@joesports16 At this point if this was their plans, I would not be surprised. https://t.co/fXsil0mGFj"
487,UTruthcast,@USSpaceLawyer @Bettswithfive @UnterrifiedJeff https://t.co/qAQhuAE8Wz
488,UTruthcast,@JDCocchiarella https://t.co/XCzF97BeMt
489,UTruthcast,@USSpaceLawyer @Bettswithfive @UnterrifiedJeff https://t.co/x0124yRXk7
490,UTruthcast,"So I'm assuming white students don't have the same problems with their student debt. 

https://t.co/nTKAIrJZpS"
491,UTruthcast,DISINFOBATION https://t.co/tQIlLX1yw1 via @YouTube
492,UTruthcast,@USSpaceLawyer @Bettswithfive @UnterrifiedJeff https://t.co/ayrDNFanUu
493,UTruthcast,"@USSpaceLawyer @Bettswithfive @UnterrifiedJeff All things the media has told you, doesn't mean they are true. The media also reported back in 1990 that Iraqis were murdering babies in the hospitals in Kuwait, which turned iyt to be false. They'll say or do anything to get NATO to send in reenforces. https://t.co/LWXT7EzPwn"
494,UTruthcast,@LadyJustice6910 They can bring it! https://t.co/xyCG3Lefmg
495,UTruthcast,@Breaking302 @catturd2 https://t.co/81ftnh2Je6
496,UTruthcast,@USSpaceLawyer @Bettswithfive @UnterrifiedJeff Keep telling yourself that.
497,UTruthcast,"@ChaneyProject
@UTruthcast
https://t.co/5LV8ctM8pq"
498,UTruthcast,"Making fun of Vulcan Step Porn #scissoring #LiveLongAndScissor
 🇺🇲DISINF👁️BATION🇺🇲

https://t.co/tQIlLX1yw1"
499,UTruthcast,"Vulcan Step porn
https://t.co/tQIlLX1yw1"
500,UTruthcast,🇺🇸DISINF👽BATION🇺🇸 Vulcan Step Porn watch til the end @ConspiracyPlayr @UTruthcast @disinfobation https://t.co/HOeqtPyPLU
501,UTruthcast,"Check out my interview with Chaney 
from the Project Chaney Podcast. 
Locate her and her wisdom at 
https://t.co/z6tHKUw5b5
https://t.co/TcGJCYCiar"
502,UTruthcast,"Listen to ""Unspeakable Truth with Special guest @ChaneyProject"" by !DisinfobatioN!. ⚓ https://t.co/5LV8ctM8pq 
@ConspiracyPlayr @disinfobation"
503,UTruthcast,"Check out World Wah Faux, A Cheney for the People, and Sam’s Booker Thinks We’re Crazy | 8/22/22 from !DisinfobatioN! on Amazon Music. https://t.co/Xq1xIM2mK3 #AmazonMusic"
504,UTruthcast,"@realMEasterwood Supporting the Saudi invasion of Yemen, which has caused a famine and genocide of the Yemeni people. Trump backed this as well and even bragged about selling the Saudis weapons and jets."
505,UTruthcast,"@NovelSci Any repercussions, but sanctions. Then it turns out that Crimea voted to leave UKR and was denied, so Russia annexed them. She got the current Donbass and other states voted to separate due to persecution and the killing of anyone who spoke Russian or supported Russia in any way"
506,UTruthcast,"@NovelSci Going on 10 years, all the way back to Clinton trying to start a Russian revolution after Putin won Reelection. Clinton questioned the UKR election which ended in the elected president being ousted, forced into exile. Then you have Obama allowing Russia to take Crimea without"
507,UTruthcast,"@NovelSci All we know is what the media is telling us, which of we are being honest, they don't have the best track record when it comes to reporting actual facts about war on either sides. We know one thing, there's been scandalous behavior on the part of the Biden family in Ukraine"
508,UTruthcast,"@NovelSci Afro acting like the UKR govt isn't capable or desperate enough to order their troops to attack hospitals, schools, and any other civilian target in order to provoke NATO into the fight. We aren't being given the facts on what's really taken place since the beginning."
509,UTruthcast,"Not going to lie, judging by the way people were upset at the 3 min footage that has two lesbians kiss not scissoring, just a little kiss.  I don't think a black and Asian lesbian couple Buzz Lightyear poster hanging on Andy's wall back in 1995 would've went over well. https://t.co/fpy9dHgKc3"
510,UTruthcast,@JoeBiden You're all the same! https://t.co/lpyhTF2Kmj
511,UTruthcast,@JoeBiden https://t.co/5yWoQYnH1V
512,UTruthcast,"@JoeBiden You also created drug laws that destroyed the black communities, I bet you're dying to do that again too."
513,UTruthcast,@KyleMatovcik https://t.co/e57oNOu8wE
514,UTruthcast,"@UnsweetDee @GroehlerTracy @KyleMatovcik Right, there's no way they look in a mirror and think, this looks good."
515,UTruthcast,"@UnterrifiedJeff It's strategic, but it's dirty and the govt knows it. All they are doing is extending the inevitable by propping up the Ukrainian Army and giving them weapons only for the outcome to be the same. Russia is not going to lose this war without sending in NATO and thats not happening"
516,UTruthcast,"@UnterrifiedJeff Yes it does, the US isn't there because of some moral code, it's strategic."
517,UTruthcast,@realMEasterwood Sounds like he's taking it these days
518,UTruthcast,"It's true! 😂😂😂. I mean they have sucked for over 50 years and tried everything to hold those people down, but I feel like 2022 is their year, they've finally figured it out, and it's KILL ULTRA-MAGA NAZIS FOR THE SAKE OF BLACK AND POOR PEOPLE! #UNSPEAKABLE #Truth 🇺🇲DISINF👁️ https://t.co/MwyeTAelBT"
519,UTruthcast,@POTUS If I were a person of color Id be insulted that you just happen to throw me in there with low income and poor people! I know many of Black folks that make killer money and they all have IDs cars and houses whether they rent or own and would be insulted if one assumed they didn't.
520,UTruthcast,"RT @blackflagart: Independence Nor Libertarians support you Joe so us "" MAGA Republicans""  are not alone in our fight your corrupt establis…"
521,UTruthcast,https://t.co/P23F9Huu7c
522,UTruthcast,"I really wonder what they thought would happen. Did they think they would raid a former president's estate, accuse him of keeping illegal classified docs and all of his supporters would just say, fuck it, Trump's bad? 😂😂😂

https://t.co/XGYB10ENah"
523,UTruthcast,They really are! #UNSPEAKABLE #Truth 🇺🇲DISINF👁️BATION🇺🇲 https://t.co/VcR2HYOrVQ
524,UTruthcast,"@luisjgomez Man I got my ass beat in elementary school! Those fuckers would paddle us for anything. My 6th grade year my group of  trouble makers had a contest to see who could get the most paddlings our 6th grade year. I finished the year off with 7 or 8, I lost to my friend who had 12."
525,UTruthcast,"I say we cook that bitch up and see what ancient bison tastes like! 

https://t.co/NQPdGc7trp"
526,UTruthcast,"Imagine stopping for coffee with a bleeding pregnant woman in handcuffs in the back of your sheriff van. If you can't then you're probably not a piece of shit! 

https://t.co/bDn9J8Lb0H"
527,UTruthcast,"No more canned whipped cream for kids or teens because they were using it to get high! I truly believe that certain States have reached a level of tyranny that's going to create an extremely big problem in the near future. 

https://t.co/jSYcDGoIMG"
528,UTruthcast,@POTUS https://t.co/909UKFC8x3
529,UTruthcast,@POTUS https://t.co/im7erwc5Ol
530,UTruthcast,"@hamcarless I'm sure it's a great Podcast filled with all sorts of ways to become a princess and not just any princess, a princess of England. See girls if you dream big and fuck hard, anything's possible!"
531,UTruthcast,@JoeBiden If they were going to get rid of it it would've happened under Trump. Stop fishing for votes.
532,UTruthcast,@Dannihilator1 https://t.co/hNZE4dSKZf
533,UTruthcast,@ProudElephantUS https://t.co/WSEzad2LWH
534,UTruthcast,@speaakn2 https://t.co/8cVRbRBcAq
535,UTruthcast,@ConspiracyPlayr Oh I know
536,UTruthcast,@ConspiracyPlayr https://t.co/QfM56VNU4U
537,UTruthcast,@Igetstupified Oblivion by Black Hole
538,UTruthcast,@ConspiracyPlayr He looks generally terrified
539,UTruthcast,@comradepond1 😂😂😂😂😂
540,UTruthcast,@MckenzieWindi https://t.co/yrI8r8CaG9
541,UTruthcast,@FranticMissy @kevinmooring73 I noticed a new hit piece on Netflix!
542,UTruthcast,"RT @UTruthcast: Check out 🇺🇲DISINF💀BATION🇺🇲 on Rumble! @ConspiracyPlayr
@disinfobation
https://t.co/kfNmJwqmdf"
543,UTruthcast,"Check out 🇺🇲DISINF👁️BATION🏴‍☠️ ON RUMBLE! @ConspiracyPlayr
@UTruthcast
@disinfobation

https://t.co/BVa80kJL3k"
544,UTruthcast,https://t.co/7fhI0AzDl2
545,UTruthcast,"Check out 🇺🇲DISINF💀BATION🇺🇲 on Rumble! @ConspiracyPlayr
@disinfobation
https://t.co/kfNmJwqmdf"
546,UTruthcast,@ScienceNFreedom @Storm4Congress Right I bet they practice saying that over and over and over!
547,UTruthcast,@Storm4Congress It's a transition
548,UTruthcast,RT @OccultRejects: Jehovah Witness- Sex Crimes and Occult Influences w/ Ex Witness Whistleb... https://t.co/DtB9VpXuFM via @YouTube
549,UTruthcast,@ConspiracyPlayr https://t.co/Wc1199sBm7
550,UTruthcast,@vannie2100 Wait what's the op?
551,UTruthcast,#NewProfilePic https://t.co/5lW906kABg
552,UTruthcast,Oh look a crazy bitch on the View! https://t.co/OIkdJqFRHo
553,UTruthcast,"@Storm4Congress You left out, it's Trump's fault"
554,UTruthcast,"Chillen! #UNSPEAKABLE #Truth 
🇺🇲DISINF👁️BATION🇺🇲 https://t.co/WkJFOdnTTS"
555,UTruthcast,https://t.co/hxocnSN5JL
556,UTruthcast,"Check out World Wah Faux, A Cheney for the People, and Sam’s Booker Thinks We’re Crazy | 8/22/22 from !DisinfobatioN! on Amazon Music. https://t.co/Xq1xILKLlt #AmazonMusic"
557,UTruthcast,Check out Disinfobation Teaser Trailer | 7/02/2022 from !DisinfobatioN! on Amazon Music. https://t.co/k657ZCLoMZ #AmazonMusic
558,UTruthcast,Check out 🇺🇸Disinf👽batioN🏴‍☠️ on Stitcher https://t.co/XJUvabscG6 #Stitcher 🇺🇸
559,UTruthcast,RT @TargaryenTimes: @UTruthcast @disinfobation
560,UTruthcast,RT @ConspiracyPlayr: This week's episode also on Spotify and all other audio platforms! Bring your towel! @disinfobation stricken from BooT…
561,UTruthcast,"areas that consist of minorities. Is there something else going on here, are they trying to kill black and brown people? #UNSPEAKABLE #Truth"
562,UTruthcast,These fucking people have lost their goddamn minds! The vaccine doesn't work! Are you ignorant? Do you not believe in actual fucking science? There's so much proof that young people don't need to take this vaccine and yet you ignore it. I've noticed this only happening in blue https://t.co/eBzCHjcEcg
563,UTruthcast,"If you can't get behind that, then your issues lie with the state not the students. I didn't ask for student loan forgiveness and neither did most but by God we'll take it. Don't be a fool, our taxes haven't been used to help THE AMERICAN people for a very long time. #UNSPEAKABLE"
564,UTruthcast,"Corporate Bailouts/Welfare
The Corporation CEOs gets big raises and multi-million dollar bonuses.
Students/Peasants get bailouts- They get grief! STFU and just be glad our tax dollars aren't going to another fucking war and for once and instead helping out normal Americans."
565,UTruthcast,"New podcast coming soon! THE TARGARYEN TIMES An analysis of House Of Dragons! #HouseOfGames
Just gotta get my co-hosts squared. Anyone interested, hmu my DMZ! 
#TargaryenTimes 
https://t.co/iMtlONbArd"
566,UTruthcast,"Check out !DisinfobatioN! on Stitcher @ConspiracyPlayr 
@UTruthcast @disinfobation 

https://t.co/XJUvabscG6 #Stitcher"
567,UTruthcast,Check out !DisinfobatioN! on Stitcher https://t.co/XJUvabscG6 #Stitcher
568,UTruthcast,"Check out World Wah Faux, A Cheney for the People, and Sam’s Booker Thinks We’re Crazy | 8/22/22 from !DisinfobatioN! on Amazon Music. @ConspiracyPlayr + @UTruthcast
=🇺🇲DISINF👁️BATION 🇺🇲 @disinfobation https://t.co/Qh2YBNNOFC"
569,UTruthcast,"@ConspiracyPlayr
@UTruthcast
🇺🇲DISINF😂BATION🇺🇲
https://t.co/dbWL4ajcNo"
570,UTruthcast,RT @ConspiracyPlayr: I always tell people true satire is dead. Then I'm proven wrong whenever I read one of @StephenKing's tweets. Who care…
571,UTruthcast,"Yeah baby! New episode of 
🇺🇲DISINF👁️BATION🇺🇲 https://t.co/x8z2JcYioP"
572,UTruthcast,@DashDobrofsky https://t.co/o7RpAy70Yj
573,UTruthcast,@CleverMonsterCT 😂😂
574,UTruthcast,@RBReich I always ask that but it falls on deaf ears.
575,UTruthcast,@thehill @PressSec She's really not good at her job. My 4 yr old could've explained it better.
576,UTruthcast,@justasurvivin Except one time he paid$1200 when I was 16 because my mom threatened to have him arrested..
577,UTruthcast,"@justasurvivin I agree the state shouldn't be involved unless the mother says the father isn't paying to support his children, but the couple have to be on good terms for it to work. Which usually isn't the case, my father died owing my mom 75k, he never paid a dime."
578,UTruthcast,"They weren't playing when they said you won't be able to hide! #UNSPEAKABLE #truth

https://t.co/Ds8xOjiXA3"
579,StevenSiller,"@EmuHugger @SabinehazanMD They really should make it taste better.

Never understood why they don't do this for more veterinary medicines by and large. Much easier to get it down them if it doesn't cause immediate taste rejection."
580,StevenSiller,"@JohnCleese Well, if you didn't want her to know that stuff, you shouldn't have published your ""diary' then.

I'd also do something about hiding that reality TV show where you ran a hotel...doesn't project you in the best light."
581,StevenSiller,"@Quagslime @tonymdolan @shravaka @senatorbabet2 No it has not, but here is not the forum for such a complex debate. Whatever the case, policy appears to be driven or supported by those extreme positions. (I'm thinking here of a UNFAO document I read some time ago.) My wife worked for the UNFCCC so am not completely ignorant..."
582,StevenSiller,"@Quagslime @tonymdolan @shravaka @senatorbabet2 (1) In general, the dire predictions have been gross overshoots of what has happened within the time frames given.

(2) When people starve or are cold the environment always comes second, e.g. Sri Lanka, Germany etc. atm. Better a little damage than unleashing human locusts."
583,StevenSiller,@pantodemocracy @JamesMelville You forgot mega-yachts - those things leave a real carbon crater.
584,StevenSiller,"RT @sturmjunge: @JamesMelville Until it is officially confirmed that all private jets have been grounded, all mega yachts dry-docked, and a…"
585,StevenSiller,"RT @aussie000050: They’re all out for revenue 

Crims https://t.co/olyCVgjwRV"
586,StevenSiller,@SaintEd61 I notice they don't list the uncommon side effects...
587,StevenSiller,"RT @MichaelWarbur17: A clip from one of the most extraordinary interviews I’ve ever seen.

Here the late great Dennis Potter talks about na…"
588,StevenSiller,"@covid_parent You only need to install 2 seatbelts, but after that you need a new booster seat every 3 months to keep your children safe."
589,StevenSiller,"People need to take this to heart. Absolutely flabbergasted that so many people cannot see the issues of going cashless and digital ids etc., especially when these things in their current nascent form have already been used, publicly, to control and punish people. https://t.co/osdax7C7C9"
590,StevenSiller,@Danoliverpool2 @JamesDelingpole One simple reason https://t.co/leYpsGFrYN
591,StevenSiller,RT @AndrewAtkin75: On Hating the Unvaccinated. https://t.co/jkwTpJKJYX
592,StevenSiller,RT @SammieJack3: Most leaders are selected to be elected https://t.co/cUw1NKUI4n
593,StevenSiller,RT @RebeccaTig: Now I have to pretend I am not laughing out loud.
594,StevenSiller,@GavinAardvar @RobertCawood2 Bet you a CCP vessel would be welcomed with open arms...
595,StevenSiller,RT @RobertCawood2: The Solomon Islands refused Australian frigates to enter their port now we find two British frigates have been told the…
596,StevenSiller,@Coaches4Trump Play stupid games...
597,StevenSiller,@boulderfish @xyandyouknowit @stormrobinson Oh it has. It is.
598,StevenSiller,"@DarkMatter2525 @PrisonPlanet No, it is (whoever wrote the speech) being mealy mouthed about what he actually thinks. It's about not being brave enough to spell out his convictions. If one wants to write off half of a country as ""deplorables"", one should at least be brave enough to say it clearly."
599,StevenSiller,RT @samk_harris: Proof that you just can’t win the Woke Olympics https://t.co/1o4a9BVQW8
600,StevenSiller,"@Keepitsolar1 @MartinKulldorff This ^

😟"
601,StevenSiller,RT @AuronMacintyre: He may legitimately not remember that he gave a speech last night
602,StevenSiller,@Ben_James__ @Colleenhenx Which is why the left always wants to lower the voting age.
603,StevenSiller,"@Ben_James__ Yep, and it was exposure to left wing hypocrisy and the woke stuff now infesting the world at university that shifted my viewpoint. It's not that I like the political right either, but I have to choose one of them at the ballot box as that is all that is on offer."
604,StevenSiller,"@PeterSweden7 Bingo!

What do I win, other than first place on the cattle truck?"
605,StevenSiller,@MoxieMarketNZ @Ann40610431 @michael_faker_ Can I bring the sword down on his shoulders? Please!
606,StevenSiller,"@VSCarnival @RonDukes215 @joeroganhq @joerogan It did not go white. Here's the whole speech. The centre is red throughout.

https://t.co/O2bos9EPzk"
607,StevenSiller,"@jfjnl @nowthisnews He may be stupid, but it looks like the Germans were stupider."
608,StevenSiller,"@tonymdolan @shravaka @senatorbabet2 ""Everything scientists said would happen is happening.""

Err. No. The public pronouncements have been consistently wrong and the goal posts have kept shifting. Whatever the reality, destroying society will not help the environment cf. what is happening in Sri Lanka at the moment."
609,StevenSiller,"@tonymdolan @shravaka @senatorbabet2 Renewables cannot supply base load without massive capacitance, which we do not have and, without some novel new technology, are unlikely to have in the foreseeable future. We have two realistic choices at the moment - fossil fuels or nuclear. Take your pick."
610,StevenSiller,"@iscel @WHJets9 @conciergedetoxx @PeterSweden7 Ah yes...the usual ""I am a freedom fighter, you are a terrorist"" logic."
611,StevenSiller,@KathleenBaggio1 @covid_parent There are.
612,StevenSiller,"@Signals613 @covid_parent Can I get more electricity for each finger I get vaccinated? Do they all need bimonthly boosters, or just the thumb I suck and the one I pick my nose with?"
613,StevenSiller,"@covid_parent Too late. Your satire hasn't kept up with the pace of change. This has already been done in some places, e.g. Colorado and Texas(!)

Do keep up!

https://t.co/RQSPa43Mhs

https://t.co/olh08tuAmO"
614,StevenSiller,@NicoleBarbaro All Ponzi schemes eventually collapse.
615,StevenSiller,RT @Pamunkey9: @Budd_Harris @The_Real_Fly https://t.co/wnhQvlKAGG
616,StevenSiller,@zombiestyled @PeterSweden7 50 years ago they weren't doing their best to destroy capacity...
617,StevenSiller,"@zombiestyled @PeterSweden7 Be that as it may, at present in Australia, there are 1.8 cars per household which would require about 7kWh each per day, which would mean each household would increase daily usage from 18kWh to 31kWh, a 70% in crease in electricity usage."
618,StevenSiller,"@past_is_future So far the papers I have seen from the two groups claiming this have been incredibly weak...and I'm being polite. Not much better than the March 2020 Nature paper tbh, which was just bold assertions and arguments from incredulity."
619,StevenSiller,"@NototyrannyNOW Yeah, yeah. It starts out all calming and soothing...but later there's running and screaming.

Plants do not have our best interest at hearts. They farm us to clean the atmosphere of their oxygen pollution and then feed on our corpses. Never trust a plant! https://t.co/tguncSkdPC"
620,StevenSiller,"@zombiestyled @PeterSweden7 Enough of them will. Human beings coordinate. For instance, the phenomenon of TV Pickup in the electricity grid where people all turn on the kettle at the same time, or the fact that power usage surges in early evening when people get home from work.
https://t.co/oHc5sTkyyp"
621,StevenSiller,"@PeterSweden7 And they do not plan to build nuclear power, ergo..."
622,StevenSiller,"@NototyrannyNOW It does appear to be the most parsimonious explanation for their behaviour...which is pretty hard to swallow, but there it is."
623,StevenSiller,RT @81morethan74: @mattwridley Verified by this Dec 2017 Dr. Ben Hu interview of WIV… https://t.co/Al1MGsMFHG
624,StevenSiller,"RT @81morethan74: @mattwridley And in Oct 2018 bragged about the 5,370 bat virus samples they took in Wuhan. Where are the samples? https:/…"
625,StevenSiller,"@Biorealism @mattwridley Correlation isn't causation...

Oh who am I kidding?! 🤣😂🤣😂🤣😂"
626,StevenSiller,Indeed. https://t.co/8mGXYwAnNe
627,StevenSiller,"@goodfoodgal This isn't an accident, but a deliberate product of the long march through the institutions."
628,StevenSiller,"@judysimpson222 @RemnantMd Of course we don't, and then things like this happen:

https://t.co/gpOLeiwlin"
